gid,phasedesig,servicetyp,subtype,geometry
2663,3,OH,Primary,"LINESTRING (588073.4700000001 2936112.5200000005, 588092.9599999998 2936221.859999999)"
2664,3,OH,Primary,"LINESTRING (588048.3199999998 2936001.59, 588073.4700000001 2936112.5200000005)"
2665,3,OH,Primary,"LINESTRING (587935.8299999998 2935927.21, 588048.3199999998 2936001.59)"
2666,3,OH,Primary,"LINESTRING (587968.3299999996 2935825, 587935.8299999998 2935927.21)"
2667,3,OH,Primary,"LINESTRING (588007.06 2935703.71, 587968.3299999996 2935825)"
2668,3,OH,Primary,"LINESTRING (588043.9199999998 2935582.2, 588007.06 2935703.71)"
2669,3,OH,Primary,"LINESTRING (588087.97 2935465.79, 588043.9199999998 2935582.2)"
2670,3,OH,Primary,"LINESTRING (588126.2800000001 2935365.1899999995, 588087.97 2935465.79)"
2671,3,OH,Primary,"LINESTRING (588165.66 2935245.6399999997, 588126.2800000001 2935365.1899999995)"
2672,3,OH,Primary,"LINESTRING (588203.96 2935131.62, 588165.66 2935245.6399999997)"
2673,3,OH,Primary,"LINESTRING (588242.71 2935017.3299999996, 588203.96 2935131.62)"
2674,3,OH,Primary,"LINESTRING (588276.0199999999 2934916.75, 588242.71 2935017.3299999996)"
2675,3,OH,Primary,"LINESTRING (588321.4499999998 2934786.3100000005, 588276.0199999999 2934916.75)"
2676,3,OH,Primary,"LINESTRING (588359.0699999998 2934671.5099999993, 588321.4499999998 2934786.3100000005)"
2677,3,OH,Primary,"LINESTRING (588394.8699999999 2934553.3, 588359.0699999998 2934671.5099999993)"
2678,3,OH,Primary,"LINESTRING (588426.5699999998 2934441.4099999988, 588394.8699999999 2934553.3)"
2679,3,OH,Primary,"LINESTRING (588456.1100000001 2934309.5699999984, 588426.5699999998 2934441.4099999988)"
2680,3,OH,Primary,"LINESTRING (588474.8999999999 2934187.29, 588456.1100000001 2934309.5699999984)"
2681,3,OH,Primary,"LINESTRING (588491.1799999998 2934073.449999999, 588474.8999999999 2934187.29)"
2682,3,OH,Primary,"LINESTRING (588504.9900000001 2933953.9199999995, 588491.1799999998 2934073.449999999)"
2683,3,OH,Primary,"LINESTRING (588520.92 2933823.9699999997, 588504.9900000001 2933953.9199999995)"
2684,3,OH,Primary,"LINESTRING (588572.5 2933679.8, 588520.92 2933823.9699999997)"
2685,3,OH,Primary,"LINESTRING (588520.5004116264 2933663.952202435, 588572.5 2933679.8)"
2686,3,OH,Primary,"LINESTRING (588392.7300000001 2933618.25, 588520.5004116264 2933663.952202435)"
2687,3,OH,Primary,"LINESTRING (588303.9199999998 2933587.810000001, 588392.7300000001 2933618.25)"
2688,3,OH,Primary,"LINESTRING (588192.9699999999 2933546.3599999994, 588303.9199999998 2933587.810000001)"
2689,3,OH,Primary,"LINESTRING (588078.6999999998 2933516.2299999995, 588192.9699999999 2933546.3599999994)"
2690,3,OH,Primary,"LINESTRING (587955.3699999999 2933515.729999999, 588078.6999999998 2933516.2299999995)"
2691,3,OH,Primary,"LINESTRING (587847.0299999999 2933566.47, 587955.3699999999 2933515.729999999)"
2692,3,OH,Primary,"LINESTRING (587739.85 2933638.26, 587847.0299999999 2933566.47)"
2693,3,OH,Primary,"LINESTRING (587198.2299999999 2934287.64, 587211.2186624189 2934417.8796804366)"
2694,3,OH,Primary,"LINESTRING (587331.2700000001 2934240.42, 587198.2299999999 2934287.64)"
2695,3,OH,Primary,"LINESTRING (587413.88 2934128.0399999996, 587331.2700000001 2934240.42)"
2696,3,OH,Primary,"LINESTRING (587382.41 2933997.529999999, 587413.88 2934128.0399999996)"
2697,3,OH,Primary,"LINESTRING (587349 2933874.34, 587382.41 2933997.529999999)"
2698,3,OH,Primary,"LINESTRING (587358.73 2933747.5099999993, 587349 2933874.34)"
2699,3,UG,Primary,"LINESTRING (586526.33 2934780.9999999995, 586659.6858209234 2934767.7991448618)"
2700,3,UG,Primary,"LINESTRING (586526.33 2934780.9999999995, 586643.14365 2934585.03115)"
2701,3,UG,Primary,"LINESTRING (586358.1842318092 2934691.7795020025, 586524.6329437251 2934781.702943725)"
2702,3,UG,Primary,"LINESTRING (586320.2644085381 2934665.2356257117, 586358.1842318092 2934691.7795020025)"
2703,3,UG,Primary,"LINESTRING (586280.4485941035 2934617.835846623, 586320.2644085381 2934665.2356257117)"
2704,3,UG,Primary,"LINESTRING (586242.5287708323 2934538.204217754, 586280.4485941035 2934617.835846623)"
2705,3,UG,Primary,"LINESTRING (586131.6561396925 2934438.060346764, 586242.5287708323 2934538.204217754)"
2707,3,UG,Primary,"LINESTRING (586400.0523 2933882.8812, 586105.12 2933988.76)"
2708,3,UG,Primary,"LINESTRING (586131.6561396925 2934438.060346764, 585869.33 2934399.7700000005)"
2709,3,UG,Primary,"LINESTRING (586400.0523 2933882.8812, 586131.6561396925 2934438.060346764)"
2710,3,UG,Primary,"LINESTRING (586486.5099999999 2933654.8500000006, 586400.0588510077 2933882.863921792, 586400.0523 2933882.8812)"
2711,3,OH,Primary,"LINESTRING (586534.55 2933609.6299999994, 586486.51 2933654.8499999996)"
2712,3,OH,Primary,"LINESTRING (586633.1100000001 2933651.51, 586534.55 2933609.6299999994)"
2713,3,OH,Primary,"LINESTRING (586727.1600000001 2933693.409999999, 586633.1100000001 2933651.51)"
2714,3,OH,Primary,"LINESTRING (586830.2800000001 2933734.55, 586727.1600000001 2933693.409999999)"
2715,3,OH,Primary,"LINESTRING (586936.52 2933762.7599999993, 586830.2800000001 2933734.55)"
2716,3,OH,Primary,"LINESTRING (587053.1199999999 2933777.819999999, 586936.52 2933762.7599999993)"
2717,3,OH,Primary,"LINESTRING (587169.9099999999 2933777.859999999, 587053.1199999999 2933777.819999999)"
2718,3,OH,Primary,"LINESTRING (587274.5100000001 2933768.2499999995, 587169.9099999999 2933777.859999999)"
2719,3,OH,Primary,"LINESTRING (587358.73 2933747.5099999993, 587274.5100000001 2933768.2499999995)"
2720,3,OH,Primary,"LINESTRING (587404.640360983 2933730.292403709, 587358.73 2933747.5099999993)"
2721,3,UG,Primary,"LINESTRING (587413.9353113822 2933723.8760130065, 587404.640360983 2933730.292403709)"
2722,3,UG,Primary,"LINESTRING (587614.1546852244 2933644.1735866056, 587413.9098778703 2933723.8049383513)"
2723,3,UG,Primary,"LINESTRING (587672.98 2933681.729999999, 587614.1546852244 2933644.1735866056)"
2724,3,OH,Primary,"LINESTRING (587739.85 2933638.26, 587672.98 2933681.729999999)"
2725,3,UG,Primary,"LINESTRING (587632.235365952 2933514.796104153, 587739.85 2933638.26)"
2726,3,OH,Primary,"LINESTRING (588032.7499999999 2931720.25, 588057.69 2931882.619999999)"
2727,3,OH,Primary,"LINESTRING (587893.1299999999 2931642.7700000005, 588032.7499999999 2931720.25)"
2728,3,OH,Primary,"LINESTRING (587725.1299999999 2931655.310000001, 587893.1299999999 2931642.7700000005)"
2729,3,OH,Primary,"LINESTRING (587559.1599999999 2931703.3999999994, 587725.1299999999 2931655.310000001)"
2730,3,OH,Primary,"LINESTRING (587878.4800000001 2931339.4900000007, 588052.4599999998 2931329.83)"
2731,3,OH,Primary,"LINESTRING (587712.31 2931348.68, 587878.4800000001 2931339.4900000007)"
2732,3,OH,Primary,"LINESTRING (587560.4 2931410.37, 587712.31 2931348.68)"
2733,3,OH,Primary,"LINESTRING (587560.4 2931410.369999999, 587523.7699999999 2931224.6799999997)"
2734,3,OH,Primary,"LINESTRING (587567.6999999998 2931593.04, 587560.4 2931410.369999999)"
2735,3,OH,Primary,"LINESTRING (587559.1599999999 2931703.3999999994, 587567.6999999998 2931593.04)"
2736,3,OH,Primary,"LINESTRING (587550.6299999999 2931811.08, 587559.1599999999 2931703.3999999994)"
2737,3,OH,Primary,"LINESTRING (587532.8100000002 2931975.5299999993, 587550.6299999999 2931811.08)"
2738,3,OH,Primary,"LINESTRING (587514.6600000001 2932138.8899999997, 587532.8100000002 2931975.5299999993)"
2739,3,OH,Primary,"LINESTRING (587502.7499999999 2932239.979999999, 587514.6600000001 2932138.8899999997)"
2740,3,UG,Primary,"LINESTRING (587466.21 2932589.029999999, 587502.7499999999 2932239.979999999)"
2741,3,OH,Primary,"LINESTRING (587447.01 2932768, 587466.21 2932589.029999999)"
2742,3,OH,Primary,"LINESTRING (587428.14 2932946.149999999, 587447.01 2932768)"
2743,3,OH,Primary,"LINESTRING (587426.51 2933124.63, 587428.14 2932946.149999999)"
2744,3,OH,Primary,"LINESTRING (587454.9700000001 2933301.5299999993, 587426.51 2933124.63)"
2745,3,OH,Primary,"LINESTRING (587515.56 2933469.439999999, 587454.9700000001 2933301.5299999993)"
2746,3,UG,Primary,"LINESTRING (587632.235365952 2933514.796104153, 587515.56 2933469.439999999)"
2747,3,UG,Primary,"LINESTRING (587728.3538460053 2933445.323311227, 587632.235365952 2933514.796104153)"
2748,3,UG,Primary,"LINESTRING (587761.0596935767 2933410.247474701, 587728.3538460053 2933445.323311227)"
2749,3,UG,Primary,"LINESTRING (587785.233580912 2933379.595617557, 587761.0596935767 2933410.247474701)"
2750,3,UG,Primary,"LINESTRING (587808.9334704565 2933344.519781031, 587785.233580912 2933379.595617557)"
2751,3,UG,Primary,"LINESTRING (587843.5353091913 2933290.48403287, 587808.9334704565 2933344.519781031)"
2752,3,UG,Primary,"LINESTRING (587962.0297287313 2933068.188149092, 587843.5353091913 2933290.48403287)"
2753,3,UG,Primary,"LINESTRING (588309.9206793696 2932469.4495294727, 587962.0297287313 2933068.188149092)"
2754,3,UG,Primary,"LINESTRING (588323.671854075 2932447.30509417, 588309.9206793696 2932469.4495294727)"
2755,3,UG,Primary,"LINESTRING (588500.28606384 2932198.0112229795, 588323.671854075 2932447.30509417)"
2756,3,UG,Primary,"LINESTRING (588773.7002264684 2931969.424537593, 588500.28606384 2932198.0112229795)"
2757,3,UG,Primary,"LINESTRING (588792.3899999998 2931949.17, 588773.7002264684 2931969.424537593)"
2758,3,OH,Primary,"LINESTRING (588830.3 2931924.22, 588792.3899999999 2931949.17)"
2759,3,OH,Primary,"LINESTRING (588924.31 2931855.18, 588830.3 2931924.22)"
2760,3,OH,Primary,"LINESTRING (589013.53 2931791.04, 588924.31 2931855.18)"
2761,3,OH,Primary,"LINESTRING (589104.68 2931726.0099999993, 589013.53 2931791.04)"
2762,3,OH,Primary,"LINESTRING (589198.8099999998 2931660.75, 589104.68 2931726.0099999993)"
2763,3,OH,Primary,"LINESTRING (589292.8600000001 2931609.6300000004, 589198.8099999998 2931660.75)"
2764,3,OH,Primary,"LINESTRING (589399.62 2931562.8999999994, 589292.8600000001 2931609.6300000004)"
2765,3,OH,Primary,"LINESTRING (589495.3999999999 2931530.95, 589399.62 2931562.8999999994)"
2766,3,OH,Primary,"LINESTRING (589594.6000000001 2931502.29, 589495.3999999999 2931530.95)"
2767,3,OH,Primary,"LINESTRING (589697.54 2931472.119999999, 589594.6000000001 2931502.29)"
2768,3,OH,Primary,"LINESTRING (589799.1400000001 2931442.25, 589697.54 2931472.119999999)"
2769,3,OH,Primary,"LINESTRING (589891.67 2931414.909999999, 589799.1400000001 2931442.25)"
2770,3,OH,Primary,"LINESTRING (589998.92 2931376.6899999995, 589891.67 2931414.909999999)"
2771,3,OH,Primary,"LINESTRING (590110.52 2931348.91, 589998.92 2931376.6899999995)"
2772,3,OH,Primary,"LINESTRING (590241.3199999998 2931324.91, 590110.52 2931348.91)"
2773,3,OH,Primary,"LINESTRING (590351.5599999999 2931312.0999999996, 590241.3199999998 2931324.91)"
2774,3,OH,Primary,"LINESTRING (590471.9 2931304.7799999993, 590351.5599999999 2931312.0999999996)"
2775,3,OH,Primary,"LINESTRING (590580.56 2931301.71, 590471.9 2931304.7799999993)"
2776,3,OH,Primary,"LINESTRING (590679.5099999999 2931299.479999999, 590580.56 2931301.71)"
2777,3,OH,Primary,"LINESTRING (590782.79 2931297.5200000005, 590679.5099999999 2931299.479999999)"
2778,3,OH,Primary,"LINESTRING (590883.29 2931294.24, 590782.79 2931297.5200000005)"
2779,3,OH,Primary,"LINESTRING (591003.0299999999 2931293.310000001, 590883.29 2931294.24)"
2780,3,OH,Primary,"LINESTRING (591123.84 2931289.9899999993, 591003.0299999999 2931293.310000001)"
2781,3,OH,Primary,"LINESTRING (591231.3 2931289.439999999, 591123.84 2931289.9899999993)"
2782,3,OH,Primary,"LINESTRING (591342.11 2931295.4499999993, 591231.3 2931289.439999999)"
2783,3,OH,Primary,"LINESTRING (591460.3899999999 2931311.34, 591342.11 2931295.4499999993)"
2784,3,OH,Primary,"LINESTRING (591562.95 2931328.9899999993, 591460.3899999999 2931311.34)"
2785,3,OH,Primary,"LINESTRING (591666.05 2931357.99, 591562.95 2931328.9899999993)"
2786,3,OH,Primary,"LINESTRING (591777.8199999998 2931394.569999999, 591666.05 2931357.99)"
2787,3,OH,Primary,"LINESTRING (591893.4499999996 2931438.3600000003, 591777.8199999998 2931394.569999999)"
2788,3,OH,Primary,"LINESTRING (592005.0899999999 2931488.62, 591893.4499999996 2931438.3600000003)"
2789,3,OH,Primary,"LINESTRING (592114.9499999998 2931538.96, 592005.0899999999 2931488.62)"
2790,3,OH,Primary,"LINESTRING (592209.5500000002 2931580.9799999995, 592114.9499999998 2931538.96)"
2791,3,OH,Primary,"LINESTRING (592317.0200000001 2931630.47, 592209.5500000002 2931580.9799999995)"
2792,3,OH,Primary,"LINESTRING (592429.26 2931667.819999999, 592317.0200000001 2931630.47)"
2793,3,OH,Primary,"LINESTRING (592540.3999999999 2931704.319999999, 592429.26 2931667.819999999)"
2794,3,OH,Primary,"LINESTRING (592653.5699999998 2931742.5600000005, 592540.3999999999 2931704.319999999)"
2795,3,OH,Primary,"LINESTRING (592761.2899999999 2931778.770000001, 592653.5699999998 2931742.5600000005)"
2796,3,OH,Primary,"LINESTRING (592886.4299999999 2931820.47, 592761.2899999999 2931778.770000001)"
2797,3,OH,Primary,"LINESTRING (592983.4099999998 2931850.520000001, 592886.4299999999 2931820.47)"
2798,3,OH,Primary,"LINESTRING (593086.8499999999 2931883.5299999993, 592983.4099999998 2931850.520000001)"
2799,3,OH,Primary,"LINESTRING (593206.0500000002 2931910.9799999995, 593086.8499999999 2931883.5299999993)"
2800,3,OH,Primary,"LINESTRING (593319.79 2931936.0099999993, 593206.0500000002 2931910.9799999995)"
2801,3,OH,Primary,"LINESTRING (593435.89 2931959.5599999996, 593319.79 2931936.0099999993)"
2802,3,OH,Primary,"LINESTRING (593542.3499999999 2931975.1299999994, 593435.89 2931959.5599999996)"
2803,3,OH,Primary,"LINESTRING (593653.8299999998 2931984.7199999997, 593542.3499999999 2931975.1299999994)"
2804,3,OH,Primary,"LINESTRING (593770.25 2931984.2299999995, 593653.8299999998 2931984.7199999997)"
2805,3,OH,Primary,"LINESTRING (593888.0699999998 2931984.4900000007, 593770.25 2931984.2299999995)"
2806,3,OH,Primary,"LINESTRING (594006.68 2931982.9200000004, 593888.0699999998 2931984.4900000007)"
2807,3,OH,Primary,"LINESTRING (594120.56 2931976.7199999997, 594006.68 2931982.9200000004)"
2808,3,OH,Primary,"LINESTRING (594240.2599999999 2931976.24, 594120.56 2931976.7199999997)"
2809,3,OH,Primary,"LINESTRING (594361.5299999999 2931995.279999999, 594240.2599999999 2931976.24)"
2810,3,OH,Primary,"LINESTRING (594474.3300000001 2932025.62, 594361.5299999999 2931995.279999999)"
2811,3,OH,Primary,"LINESTRING (594588.71 2932066.189999999, 594474.3300000001 2932025.62)"
2812,3,OH,Primary,"LINESTRING (594689.8800000001 2932103.9699999997, 594588.71 2932066.189999999)"
2813,3,OH,Primary,"LINESTRING (594787.9000000001 2932144.6799999997, 594689.8800000001 2932103.9699999997)"
2814,3,OH,Primary,"LINESTRING (594898.4699999999 2932186.95, 594896.437270454 2932186.1729042428, 594787.9000000001 2932144.6799999997)"
2815,3,OH,Primary,"LINESTRING (595000.55 2932226.8899999997, 594898.4699999999 2932186.95)"
2816,3,OH,Primary,"LINESTRING (595122.2800000001 2932274.0299999993, 595000.55 2932226.8899999997)"
2817,3,OH,Primary,"LINESTRING (595234.31 2932324.3, 595123.9209224738 2932274.7663132437, 595122.2800000001 2932274.0299999993)"
2818,3,OH,Primary,"LINESTRING (595328.14 2932366.5200000005, 595234.31 2932324.3)"
2819,3,OH,Primary,"LINESTRING (595429.0314660891 2932415.5328743258, 595328.14 2932366.5200000005)"
2820,3,OH,Primary,"LINESTRING (595523.85 2932459.4899999993, 595429.0314660891 2932415.5328743258)"
2821,3,OH,Primary,"LINESTRING (595619 2932502.12, 595523.85 2932459.4899999993)"
2822,3,OH,Primary,"LINESTRING (595709.01 2932542.64, 595619 2932502.12)"
2823,3,OH,Primary,"LINESTRING (595814.5700000001 2932592.739999999, 595709.01 2932542.64)"
2824,3,OH,Primary,"LINESTRING (595910.7599999999 2932634.2499999995, 595814.5700000001 2932592.739999999)"
2825,3,OH,Primary,"LINESTRING (596000.9599999998 2932664.8699999987, 595910.7599999999 2932634.2499999995)"
2826,3,OH,Primary,"LINESTRING (596105.6199999998 2932679.24, 596000.9599999998 2932664.8699999987)"
2827,3,OH,Primary,"LINESTRING (596150.6899999998 2932521.97, 596138.7699999999 2932579.810000001)"
2828,3,OH,Primary,"LINESTRING (596175.4399999998 2932401.100000001, 596150.6899999998 2932521.97)"
2829,3,OH,Primary,"LINESTRING (596204.89 2932285.1999999993, 596175.4399999998 2932401.100000001)"
2830,3,OH,Primary,"LINESTRING (596237.9499999998 2932174.96, 596204.89 2932285.1999999993)"
2831,3,OH,Primary,"LINESTRING (596273.46 2932056.569999999, 596237.9499999998 2932174.96)"
2832,3,OH,Primary,"LINESTRING (596310.4500000001 2931942.4999999995, 596273.46 2932056.569999999)"
2833,3,OH,Primary,"LINESTRING (596348.25 2931831.649999999, 596310.4500000001 2931942.4999999995)"
2834,3,OH,Primary,"LINESTRING (596380.4100000001 2931762.029999999, 596348.25 2931831.649999999)"
2835,3,OH,Primary,"LINESTRING (596419.1999999998 2931701.199999999, 596380.4100000001 2931762.029999999)"
2836,3,OH,Primary,"LINESTRING (596472.6399999998 2931640.3799999994, 596419.1999999998 2931701.199999999)"
2837,3,OH,Primary,"LINESTRING (596541.9500000001 2931578.4599999995, 596472.6399999998 2931640.3799999994)"
2838,3,OH,Primary,"LINESTRING (596610.3515000001 2931539.05865, 596541.9500000001 2931578.4599999995)"
2839,3,OH,Primary,"LINESTRING (596822.2384631018 2931798.022988625, 596867.3899999999 2931853.5200000005)"
2840,3,OH,Primary,"LINESTRING (596749.4000000001 2931708.46, 596822.2384631018 2931798.022988625)"
2841,3,OH,Primary,"LINESTRING (596678.0599999998 2931621.2, 596749.4000000001 2931708.46)"
2842,3,OH,Primary,"LINESTRING (596540.7999999998 2931455.1999999993, 596610.3515000001 2931539.0586500005)"
2843,3,OH,Primary,"LINESTRING (596486.7900000003 2931387.8, 596540.7999999998 2931455.1999999993)"
2844,3,OH,Primary,"LINESTRING (596419.5600000003 2931307.04, 596486.7900000003 2931387.8)"
2845,3,OH,Primary,"LINESTRING (596378.8100000003 2931259.0699999994, 596378.9055155597 2931259.1824388066, 596379.6851621147 2931260.100221512, 596378.9055155597 2931259.1824388066, 596419.5600000003 2931307.04)"
2846,3,OH,Primary,"LINESTRING (596306.0899999999 2931170.479999999, 596378.8100000003 2931259.0699999994)"
2847,3,OH,Primary,"LINESTRING (596246.7599999999 2931098.4399999995, 596306.0899999999 2931170.479999999)"
2848,3,OH,Primary,"LINESTRING (596171.9399999998 2931006.3899999997, 596246.7599999999 2931098.4399999995)"
2849,3,OH,Primary,"LINESTRING (596093.3799999999 2930909.3599999994, 596171.9399999998 2931006.3899999997)"
2850,3,OH,Primary,"LINESTRING (596013.8599999995 2930811.12, 596093.3799999999 2930909.3599999994)"
